pair	IBD1_len	IBD2_len	R1	R2	Num_Segs	Total_len	target1	target2	real_kinship	kinship	kinship_considered_hs
[10-2_vs_22-593-2-saliva]	7.693089	0	1.0	0.0	1	7.693089	unrelated	unrelated		UN	UN
[10-2_vs_22-650-1-blood]	33.209449	0	1.0	0.0	2	33.209449	unrelated	unrelated		UN	UN
[10-2_vs_22-650-2-blood]	34.83572	0	1.0	0.0	2	34.83572	unrelated	unrelated		UN	UN
[10-2_vs_23-1]	184.199845	0	1.0	0.0	16	184.199845	unrelated	unrelated		UN	UN
[10-2_vs_23-2]	172.51090299999998	0	1.0	0.0	15	172.51090299999998	unrelated	unrelated		UN	UN
[10-2_vs_24-1]	136.3526	0	1.0	0.0	9	136.3526	unrelated	unrelated		UN	UN
[10-2_vs_24-2]	140.490581	0	1.0	0.0	10	140.490581	unrelated	unrelated		UN	UN
[10-2_vs_25-1]	180.810157	0	1.0	0.0	18	180.810157	unrelated	unrelated		UN	UN
[10-2_vs_25-2]	180.264947	0	1.0	0.0	18	180.264947	unrelated	unrelated		UN	UN
[10-2_vs_26-1]	73.86782	0	1.0	0.0	6	73.86782	unrelated	unrelated		UN	UN
[10-2_vs_27-1]	109.731501	0	1.0	0.0	11	109.731501	unrelated	unrelated		UN	UN
[10-2_vs_28-1]	83.17563100000001	0	1.0	0.0	8	83.17563100000001	unrelated	unrelated		UN	UN
[10-2_vs_29-1]	33.367658	0	1.0	0.0	2	33.367658	unrelated	unrelated		UN	UN
[10-2_vs_29-2]	41.25543	0	1.0	0.0	3	41.25543	unrelated	unrelated		UN	UN
[10-2_vs_31-1]	6.097942	0	1.0	0.0	1	6.097942	unrelated	unrelated		UN	UN
[10-2_vs_31-2]	6.097942	0	1.0	0.0	1	6.097942	unrelated	unrelated		UN	UN
[10-2_vs_32-2]	13.212497	0	1.0	0.0	2	13.212497	unrelated	unrelated		UN	UN
[10-2_vs_33-1]	43.127281	0	1.0	0.0	3	43.127281	unrelated	unrelated		UN	UN
[10-2_vs_33-2]	49.000507	0	1.0	0.0	4	49.000507	unrelated	unrelated		UN	UN
[10-2_vs_34-1]	14.282417	0	1.0	0.0	2	14.282417	unrelated	unrelated		UN	UN
[10-2_vs_34-2]	20.380359	0	1.0	0.0	3	20.380359	unrelated	unrelated		UN	UN
[10-2_vs_35-2]	16.553707	0	1.0	0.0	2	16.553707	unrelated	unrelated		UN	UN
[10-2_vs_37-1]	25.930038	0	1.0	0.0	1	25.930038	unrelated	unrelated		UN	UN
[10-2_vs_37-2]	54.140568	0	1.0	0.0	5	54.140568	unrelated	unrelated		UN	UN
[10-2_vs_38-1]	40.102091	0	1.0	0.0	3	40.102091	unrelated	unrelated		UN	UN
[10-2_vs_38-2]	32.749363	0	1.0	0.0	2	32.749363	unrelated	unrelated		UN	UN
[10-2_vs_40-1]	6.253536	0	1.0	0.0	1	6.253536	unrelated	unrelated		UN	UN
[10-2_vs_41-1]	32.727085	0	1.0	0.0	2	32.727085	unrelated	unrelated		UN	UN
[10-2_vs_41-2]	32.727085	0	1.0	0.0	2	32.727085	unrelated	unrelated		UN	UN
[10-2_vs_42-1]	6.024075	0	1.0	0.0	1	6.024075	unrelated	unrelated		UN	UN
[10-2_vs_42-2]	6.024075	0	1.0	0.0	1	6.024075	unrelated	unrelated		UN	UN
[10-2_vs_43-1]	59.050565	0	1.0	0.0	3	59.050565	unrelated	unrelated		UN	UN
[10-2_vs_43-2]	59.050565	0	1.0	0.0	3	59.050565	unrelated	unrelated		UN	UN
[10-2_vs_44-1]	7.215508	0	1.0	0.0	1	7.215508	unrelated	unrelated		UN	UN
[10-2_vs_44-2]	7.215508	0	1.0	0.0	1	7.215508	unrelated	unrelated		UN	UN
[10-2_vs_45-1]	48.395909	0	1.0	0.0	4	48.395909	unrelated	unrelated		UN	UN
[10-2_vs_46-1]	25.923393	0	1.0	0.0	3	25.923393	unrelated	unrelated		UN	UN
[10-2_vs_46-2]	37.732017	0	1.0	0.0	5	37.732017	unrelated	unrelated		UN	UN
[10-2_vs_47-1]	18.237106	0	1.0	0.0	2	18.237106	unrelated	unrelated		UN	UN
[10-2_vs_47-2]	18.237106	0	1.0	0.0	2	18.237106	unrelated	unrelated		UN	UN
[10-2_vs_48-1]	45.277508	0	1.0	0.0	3	45.277508	unrelated	unrelated		UN	UN
[10-2_vs_48-2]	45.277508	0	1.0	0.0	3	45.277508	unrelated	unrelated		UN	UN
[10-2_vs_49-1]	13.983035999999998	0	1.0	0.0	2	13.983035999999998	unrelated	unrelated		UN	UN
[10-2_vs_49-2]	13.135319	0	1.0	0.0	2	13.135319	unrelated	unrelated		UN	UN
[11-2_vs_12-1]	119.24462	0	1.0	0.0	14	119.24462	unrelated	unrelated		UN	UN
[11-2_vs_12-2]	135.493477	0	1.0	0.0	15	135.493477	unrelated	unrelated		UN	UN
[11-2_vs_13-1]	90.758278	0	1.0	0.0	10	90.758278	unrelated	unrelated		UN	UN
[11-2_vs_13-2]	99.176033	0	1.0	0.0	12	99.176033	unrelated	unrelated		UN	UN
[11-2_vs_14-1]	79.49128	0	1.0	0.0	11	79.49128	unrelated	unrelated		UN	UN
[11-2_vs_14-2]	78.993325	0	1.0	0.0	11	78.993325	unrelated	unrelated		UN	UN
[11-2_vs_15-1]	404.569591	0	1.0	0.0	33	404.569591	unrelated	unrelated		UN	UN
[11-2_vs_15-2]	416.810405	0	1.0	0.0	34	416.810405	unrelated	unrelated		UN	UN
[11-2_vs_16-1]	185.841632	0	1.0	0.0	16	185.841632	unrelated	unrelated		UN	UN
[11-2_vs_16-2]	177.26709	0	1.0	0.0	15	177.26709	unrelated	unrelated		UN	UN
[11-2_vs_17-1]	151.018476	0	1.0	0.0	14	151.018476	unrelated	unrelated		UN	UN
[11-2_vs_17-2]	144.882764	0	1.0	0.0	13	144.882764	unrelated	unrelated		UN	UN
[11-2_vs_18-1]	145.92157600000002	0	1.0	0.0	12	145.92157600000002	unrelated	unrelated		UN	UN
[11-2_vs_18-2]	144.61991	0	1.0	0.0	12	144.61991	unrelated	unrelated		UN	UN
[11-2_vs_19-1]	96.253895	0	1.0	0.0	8	96.253895	unrelated	unrelated		UN	UN
[11-2_vs_19-2]	91.605572	0	1.0	0.0	8	91.605572	unrelated	unrelated		UN	UN
[11-2_vs_20-1]	215.617638	0	1.0	0.0	19	215.617638	unrelated	unrelated		UN	UN
[11-2_vs_20-2]	217.840827	0	1.0	0.0	18	217.840827	unrelated	unrelated		UN	UN
[11-2_vs_21-1]	159.770982	0	1.0	0.0	19	159.770982	unrelated	unrelated		UN	UN
[11-2_vs_21-2]	158.541493	0	1.0	0.0	18	158.541493	unrelated	unrelated		UN	UN
[11-2_vs_22-1]	129.045203	0	1.0	0.0	12	129.045203	unrelated	unrelated		UN	UN
[11-2_vs_22-2]	146.019284	0	1.0	0.0	15	146.019284	unrelated	unrelated		UN	UN
[11-2_vs_22-593-2-saliva]	7.12426	0	1.0	0.0	1	7.12426	unrelated	unrelated		UN	UN
[11-2_vs_22-650-1-blood]	13.765434	0	1.0	0.0	2	13.765434	unrelated	unrelated		UN	UN
[11-2_vs_22-650-2-blood]	17.952224	0	1.0	0.0	2	17.952224	unrelated	unrelated		UN	UN
[11-2_vs_23-1]	177.86013400000002	0	1.0	0.0	14	177.86013400000002	unrelated	unrelated		UN	UN
[11-2_vs_23-2]	170.607191	0	1.0	0.0	14	170.607191	unrelated	unrelated		UN	UN
[11-2_vs_24-1]	213.518764	0	1.0	0.0	17	213.518764	unrelated	unrelated		UN	UN
[11-2_vs_24-2]	224.224016	0	1.0	0.0	17	224.224016	unrelated	unrelated		UN	UN
[11-2_vs_25-1]	202.445042	0	1.0	0.0	18	202.445042	unrelated	unrelated		UN	UN
[11-2_vs_25-2]	195.024024	0	1.0	0.0	17	195.024024	unrelated	unrelated		UN	UN
[11-2_vs_26-1]	67.101428	0	1.0	0.0	5	67.101428	unrelated	unrelated		UN	UN
[11-2_vs_27-1]	68.216803	0	1.0	0.0	8	68.216803	unrelated	unrelated		UN	UN
[11-2_vs_28-1]	88.43959699999999	0	1.0	0.0	11	88.43959699999999	unrelated	unrelated		UN	UN
[11-2_vs_29-1]	7.263517	0	1.0	0.0	1	7.263517	unrelated	unrelated		UN	UN
[11-2_vs_29-2]	15.151289	0	1.0	0.0	2	15.151289	unrelated	unrelated		UN	UN
[11-2_vs_30-1]	9.949509	0	1.0	0.0	1	9.949509	unrelated	unrelated		UN	UN
[11-2_vs_30-2]	35.406998	0	1.0	0.0	2	35.406998	unrelated	unrelated		UN	UN
[11-2_vs_31-1]	7.46524	0	1.0	0.0	1	7.46524	unrelated	unrelated		UN	UN
[11-2_vs_31-2]	6.783127	0	1.0	0.0	1	6.783127	unrelated	unrelated		UN	UN
[11-2_vs_32-2]	16.157722	0	1.0	0.0	2	16.157722	unrelated	unrelated		UN	UN
[11-2_vs_33-1]	36.560829	0	1.0	0.0	2	36.560829	unrelated	unrelated		UN	UN
[11-2_vs_33-2]	36.560829	0	1.0	0.0	2	36.560829	unrelated	unrelated		UN	UN
[11-2_vs_34-1]	29.703918	0	1.0	0.0	3	29.703918	unrelated	unrelated		UN	UN
[11-2_vs_34-2]	32.272205	0	1.0	0.0	3	32.272205	unrelated	unrelated		UN	UN
[11-2_vs_35-2]	23.894152	0	1.0	0.0	3	23.894152	unrelated	unrelated		UN	UN
[11-2_vs_36-2]	7.320171	0	1.0	0.0	1	7.320171	unrelated	unrelated		UN	UN
[11-2_vs_37-2]	6.136681	0	1.0	0.0	1	6.136681	unrelated	unrelated		UN	UN
[11-2_vs_38-1]	64.201098	0	1.0	0.0	6	64.201098	unrelated	unrelated		UN	UN
[11-2_vs_38-2]	50.746117	0	1.0	0.0	4	50.746117	unrelated	unrelated		UN	UN
[11-2_vs_39-2]	7.114555	0	1.0	0.0	1	7.114555	unrelated	unrelated		UN	UN
[11-2_vs_40-1]	6.806854	0	1.0	0.0	1	6.806854	unrelated	unrelated		UN	UN
[11-2_vs_41-1]	7.08062	0	1.0	0.0	1	7.08062	unrelated	unrelated		UN	UN
[11-2_vs_41-2]	7.08062	0	1.0	0.0	1	7.08062	unrelated	unrelated		UN	UN
[11-2_vs_42-1]	6.806854	0	1.0	0.0	1	6.806854	unrelated	unrelated		UN	UN
[11-2_vs_43-1]	33.310644	0	1.0	0.0	2	33.310644	unrelated	unrelated		UN	UN
[11-2_vs_43-2]	40.997686	0	1.0	0.0	3	40.997686	unrelated	unrelated		UN	UN
[11-2_vs_45-1]	51.105118	0	1.0	0.0	4	51.105118	unrelated	unrelated		UN	UN
[11-2_vs_46-1]	40.971725	0	1.0	0.0	3	40.971725	unrelated	unrelated		UN	UN
[11-2_vs_46-2]	51.647142	0	1.0	0.0	4	51.647142	unrelated	unrelated		UN	UN
[11-2_vs_47-1]	23.431385	0	1.0	0.0	3	23.431385	unrelated	unrelated		UN	UN
[11-2_vs_47-2]	23.053123	0	1.0	0.0	3	23.053123	unrelated	unrelated		UN	UN
[11-2_vs_48-1]	57.410522	0	1.0	0.0	4	57.410522	unrelated	unrelated		UN	UN
[11-2_vs_48-2]	57.410522	0	1.0	0.0	4	57.410522	unrelated	unrelated		UN	UN
[12-1_vs_12-2]	3127.459212	0	1.0	0.0	25	3127.459212	unrelated	unrelated		UN	UN
[12-1_vs_13-1]	1203.045518	0	1.0	0.0	70	1203.045518	50.0	FS	C-1(FS)	2	2
[12-1_vs_13-2]	1188.889749	0	1.0	0.0	68	1188.889749	unrelated	unrelated		UN	UN
[12-1_vs_14-1]	140.30092100000002	0	1.0	0.0	15	140.30092100000002	12.5	F-C	C-3a(FC)	4	4
[12-1_vs_14-2]	163.671061	0	1.0	0.0	16	163.671061	unrelated	unrelated		UN	UN
[12-1_vs_15-1]	89.151584	0	1.0	0.0	10	89.151584	12.5	F-C_HS	C-3a(FC)_HS	UN	4
[12-1_vs_15-2]	93.125002	0	1.0	0.0	10	93.125002	unrelated	unrelated		UN	UN
[12-1_vs_16-1]	13.841354	0	1.0	0.0	2	13.841354	6.25	FCOR	C-4a(FCOR)	4	4
[12-1_vs_16-2]	13.841354	0	1.0	0.0	2	13.841354	unrelated	unrelated		UN	UN
[12-1_vs_17-1]	44.413788	0	1.0	0.0	5	44.413788	6.25	FCOR_HS	C-4a(FCOR)_HS	UN	4
[12-1_vs_17-2]	44.413788	0	1.0	0.0	5	44.413788	unrelated	unrelated		UN	UN
[12-1_vs_18-1]	27.587646	0	1.0	0.0	4	27.587646	6.25	FCOR_HS	C-4a(FCOR)_HS	UN	4
[12-1_vs_18-2]	33.108572	0	1.0	0.0	4	33.108572	unrelated	unrelated		UN	UN
[12-1_vs_19-1]	91.404575	0	1.0	0.0	9	91.404575	6.25	FCOR	C-4a(FCOR)	4	4
[12-1_vs_19-2]	74.752261	0	1.0	0.0	7	74.752261	unrelated	unrelated		UN	UN
[12-1_vs_20-1]	32.417622	0	1.0	0.0	3	32.417622	6.25	FCOR	C-4a(FCOR)	4	4
[12-1_vs_20-2]	36.594853	0	1.0	0.0	4	36.594853	unrelated	unrelated		UN	UN
[12-1_vs_21-1]	77.843979	0	1.0	0.0	6	77.843979	6.25	FCOR	C-4a(FCOR)	4	4
[12-1_vs_21-2]	90.296672	0	1.0	0.0	8	90.296672	unrelated	unrelated		UN	UN
[12-1_vs_22-1]	81.340919	0	1.0	0.0	7	81.340919	6.25	FCOR	C-4a(FCOR)	4	4
[12-1_vs_22-2]	91.705485	0	1.0	0.0	8	91.705485	unrelated	unrelated		UN	UN
[12-1_vs_22-650-1-blood]	32.249519	0	1.0	0.0	2	32.249519	unrelated	unrelated		UN	UN
[12-1_vs_22-650-2-blood]	42.430953	0	1.0	0.0	3	42.430953	unrelated	unrelated		UN	UN
[12-1_vs_23-1]	17.264916	0	1.0	0.0	2	17.264916	6.25	FCOR	C-4a(FCOR)	4	4
[12-1_vs_23-2]	31.164795	0	1.0	0.0	3	31.164795	unrelated	unrelated		UN	UN
[12-1_vs_24-1]	74.101645	0	1.0	0.0	8	74.101645	6.25	FCOR	C-4a(FCOR)	4	4
[12-1_vs_24-2]	76.393258	0	1.0	0.0	8	76.393258	unrelated	unrelated		UN	UN
[12-1_vs_25-1]	60.357712	0	1.0	0.0	6	60.357712	6.25	FCOR	C-4a(FCOR)	4	4
[12-1_vs_25-2]	60.661579	0	1.0	0.0	7	60.661579	unrelated	unrelated		UN	UN
[12-1_vs_26-1]	43.59816	0	1.0	0.0	3	43.59816	3.125	FCTR		4	4
[12-1_vs_27-1]	50.511219	0	1.0	0.0	5	50.511219	3.125	FCTR		4	4
[12-1_vs_28-1]	54.356197	0	1.0	0.0	4	54.356197	3.125	FCTR		4	4
[12-1_vs_29-1]	15.922771	0	1.0	0.0	2	15.922771	0.0	UL	UN	UN	UN
[12-1_vs_29-2]	10.462826	0	1.0	0.0	1	10.462826	unrelated	unrelated		UN	UN
[12-1_vs_30-1]	8.734188	0	1.0	0.0	1	8.734188	0.0	UL	UN	UN	UN
[12-1_vs_30-2]	8.734188	0	1.0	0.0	1	8.734188	unrelated	unrelated		UN	UN
[12-1_vs_31-1]	27.467384	0	1.0	0.0	4	27.467384	unrelated	unrelated	UN	UN	UN
[12-1_vs_31-2]	20.002144	0	1.0	0.0	3	20.002144	unrelated	unrelated		UN	UN
[12-1_vs_32-2]	8.734188	0	1.0	0.0	1	8.734188	unrelated	unrelated		UN	UN
[12-1_vs_34-1]	9.221504	0	1.0	0.0	1	9.221504	unrelated	unrelated	UN	UN	UN
[12-1_vs_34-2]	32.329570000000004	0	1.0	0.0	3	32.329570000000004	unrelated	unrelated		UN	UN
[12-1_vs_35-2]	13.754341	0	1.0	0.0	2	13.754341	unrelated	unrelated		UN	UN
[12-1_vs_36-2]	15.846016	0	1.0	0.0	2	15.846016	unrelated	unrelated		UN	UN
[12-1_vs_37-1]	8.530769	0	1.0	0.0	1	8.530769	unrelated	unrelated	UN	UN	UN
[12-1_vs_37-2]	6.009571	0	1.0	0.0	1	6.009571	unrelated	unrelated		UN	UN
[12-1_vs_38-1]	11.037659	0	1.0	0.0	1	11.037659	unrelated	unrelated	UN	UN	UN
[12-1_vs_38-2]	11.037659	0	1.0	0.0	1	11.037659	unrelated	unrelated		UN	UN
[12-1_vs_39-2]	6.729485	0	1.0	0.0	1	6.729485	unrelated	unrelated		UN	UN
[12-1_vs_40-1]	6.141159	0	1.0	0.0	1	6.141159	unrelated	unrelated		UN	UN
[12-1_vs_41-1]	40.244884	0	1.0	0.0	3	40.244884	unrelated	unrelated	UN	UN	UN
[12-1_vs_41-2]	34.235313000000005	0	1.0	0.0	2	34.235313000000005	unrelated	unrelated		UN	UN
[12-1_vs_42-1]	12.15073	0	1.0	0.0	2	12.15073	unrelated	unrelated	UN	UN	UN
[12-1_vs_43-1]	32.911667	0	1.0	0.0	2	32.911667	unrelated	unrelated	UN	UN	UN
[12-1_vs_43-2]	73.286587	0	1.0	0.0	5	73.286587	unrelated	unrelated		UN	UN
[12-1_vs_44-1]	7.101089	0	1.0	0.0	1	7.101089	unrelated	unrelated	UN	UN	UN
[12-1_vs_44-2]	7.101089	0	1.0	0.0	1	7.101089	unrelated	unrelated		UN	UN
[12-1_vs_45-1]	20.711677	0	1.0	0.0	3	20.711677	unrelated	unrelated		UN	UN
[12-1_vs_46-1]	12.673153	0	1.0	0.0	2	12.673153	unrelated	unrelated	UN	UN	UN
[12-1_vs_46-2]	29.537502	0	1.0	0.0	4	29.537502	unrelated	unrelated		UN	UN
[12-1_vs_47-1]	15.786399	0	1.0	0.0	2	15.786399	unrelated	unrelated	UN	UN	UN
[12-1_vs_47-2]	15.786399	0	1.0	0.0	2	15.786399	unrelated	unrelated		UN	UN
[12-1_vs_48-1]	15.792663	0	1.0	0.0	2	15.792663	unrelated	unrelated	UN	UN	UN
[12-1_vs_48-2]	8.734188	0	1.0	0.0	1	8.734188	unrelated	unrelated		UN	UN
[12-1_vs_49-1]	13.014454	0	1.0	0.0	2	13.014454	unrelated	unrelated	UN	UN	UN
[12-1_vs_49-2]	19.148674	0	1.0	0.0	3	19.148674	unrelated	unrelated		UN	UN
[12-2_vs_13-1]	1174.178644	0	1.0	0.0	68	1174.178644	unrelated	unrelated		UN	UN
[12-2_vs_13-2]	1169.118422	0	1.0	0.0	66	1169.118422	unrelated	unrelated		UN	UN
[12-2_vs_14-1]	144.242084	0	1.0	0.0	14	144.242084	unrelated	unrelated		UN	UN
[12-2_vs_14-2]	172.400856	0	1.0	0.0	16	172.400856	unrelated	unrelated		UN	UN
[12-2_vs_15-1]	97.26662	0	1.0	0.0	11	97.26662	unrelated	unrelated		UN	UN
[12-2_vs_15-2]	90.631891	0	1.0	0.0	10	90.631891	unrelated	unrelated		UN	UN
[12-2_vs_16-1]	13.841354	0	1.0	0.0	2	13.841354	unrelated	unrelated		UN	UN
[12-2_vs_16-2]	13.841354	0	1.0	0.0	2	13.841354	unrelated	unrelated		UN	UN
[12-2_vs_17-1]	43.481673	0	1.0	0.0	5	43.481673	unrelated	unrelated		UN	UN
[12-2_vs_17-2]	43.481673	0	1.0	0.0	5	43.481673	unrelated	unrelated		UN	UN
[12-2_vs_18-1]	33.272856	0	1.0	0.0	4	33.272856	unrelated	unrelated		UN	UN
[12-2_vs_18-2]	33.761036	0	1.0	0.0	4	33.761036	unrelated	unrelated		UN	UN
[12-2_vs_19-1]	81.122844	0	1.0	0.0	8	81.122844	unrelated	unrelated		UN	UN
[12-2_vs_19-2]	81.508212	0	1.0	0.0	8	81.508212	unrelated	unrelated		UN	UN
[12-2_vs_20-1]	38.07907	0	1.0	0.0	4	38.07907	unrelated	unrelated		UN	UN
[12-2_vs_20-2]	44.518302	0	1.0	0.0	5	44.518302	unrelated	unrelated		UN	UN
[12-2_vs_21-1]	84.64024599999999	0	1.0	0.0	7	84.64024599999999	unrelated	unrelated		UN	UN
[12-2_vs_21-2]	97.607603	0	1.0	0.0	9	97.607603	unrelated	unrelated		UN	UN
[12-2_vs_22-1]	81.599365	0	1.0	0.0	6	81.599365	unrelated	unrelated		UN	UN
[12-2_vs_22-2]	92.775764	0	1.0	0.0	7	92.775764	unrelated	unrelated		UN	UN
[12-2_vs_22-650-1-blood]	32.249519	0	1.0	0.0	2	32.249519	unrelated	unrelated		UN	UN
[12-2_vs_22-650-2-blood]	42.430953	0	1.0	0.0	3	42.430953	unrelated	unrelated		UN	UN
[12-2_vs_23-1]	32.691789	0	1.0	0.0	3	32.691789	unrelated	unrelated		UN	UN
[12-2_vs_23-2]	33.129151	0	1.0	0.0	3	33.129151	unrelated	unrelated		UN	UN
[12-2_vs_24-1]	79.558735	0	1.0	0.0	9	79.558735	unrelated	unrelated		UN	UN
[12-2_vs_24-2]	86.569024	0	1.0	0.0	9	86.569024	unrelated	unrelated		UN	UN
[12-2_vs_25-1]	62.815018	0	1.0	0.0	6	62.815018	unrelated	unrelated		UN	UN
[12-2_vs_25-2]	60.661579	0	1.0	0.0	7	60.661579	unrelated	unrelated		UN	UN
[12-2_vs_26-1]	55.230358	0	1.0	0.0	4	55.230358	unrelated	unrelated		UN	UN
[12-2_vs_27-1]	50.511219	0	1.0	0.0	5	50.511219	unrelated	unrelated		UN	UN
[12-2_vs_28-1]	54.356197	0	1.0	0.0	4	54.356197	unrelated	unrelated		UN	UN
[12-2_vs_29-1]	15.922771	0	1.0	0.0	2	15.922771	unrelated	unrelated		UN	UN
[12-2_vs_29-2]	9.9132	0	1.0	0.0	1	9.9132	unrelated	unrelated		UN	UN
[12-2_vs_30-1]	8.734188	0	1.0	0.0	1	8.734188	unrelated	unrelated		UN	UN
[12-2_vs_30-2]	8.734188	0	1.0	0.0	1	8.734188	unrelated	unrelated		UN	UN
[12-2_vs_31-1]	27.467384	0	1.0	0.0	4	27.467384	unrelated	unrelated		UN	UN
[12-2_vs_31-2]	20.002144	0	1.0	0.0	3	20.002144	unrelated	unrelated		UN	UN
[12-2_vs_32-2]	8.734188	0	1.0	0.0	1	8.734188	unrelated	unrelated		UN	UN
[12-2_vs_34-1]	8.978844	0	1.0	0.0	1	8.978844	unrelated	unrelated		UN	UN
[12-2_vs_34-2]	32.329570000000004	0	1.0	0.0	3	32.329570000000004	unrelated	unrelated		UN	UN
[12-2_vs_35-2]	13.754341	0	1.0	0.0	2	13.754341	unrelated	unrelated		UN	UN
[12-2_vs_36-2]	16.121826	0	1.0	0.0	2	16.121826	unrelated	unrelated		UN	UN
[12-2_vs_37-1]	8.530769	0	1.0	0.0	1	8.530769	unrelated	unrelated		UN	UN
[12-2_vs_37-2]	6.009571	0	1.0	0.0	1	6.009571	unrelated	unrelated		UN	UN
[12-2_vs_38-1]	11.037659	0	1.0	0.0	1	11.037659	unrelated	unrelated		UN	UN
[12-2_vs_38-2]	9.634117	0	1.0	0.0	1	9.634117	unrelated	unrelated		UN	UN
[12-2_vs_39-2]	6.729485	0	1.0	0.0	1	6.729485	unrelated	unrelated		UN	UN
[12-2_vs_40-1]	6.141159	0	1.0	0.0	1	6.141159	unrelated	unrelated		UN	UN
[12-2_vs_41-1]	40.244884	0	1.0	0.0	3	40.244884	unrelated	unrelated		UN	UN
[12-2_vs_41-2]	34.235313000000005	0	1.0	0.0	2	34.235313000000005	unrelated	unrelated		UN	UN
[12-2_vs_42-1]	12.15073	0	1.0	0.0	2	12.15073	unrelated	unrelated		UN	UN
[12-2_vs_43-1]	32.911667	0	1.0	0.0	2	32.911667	unrelated	unrelated		UN	UN
[12-2_vs_43-2]	47.866146	0	1.0	0.0	4	47.866146	unrelated	unrelated		UN	UN
[12-2_vs_44-1]	7.101089	0	1.0	0.0	1	7.101089	unrelated	unrelated		UN	UN
[12-2_vs_44-2]	7.101089	0	1.0	0.0	1	7.101089	unrelated	unrelated		UN	UN
[12-2_vs_45-1]	14.260185	0	1.0	0.0	2	14.260185	unrelated	unrelated		UN	UN
[12-2_vs_46-1]	12.673153	0	1.0	0.0	2	12.673153	unrelated	unrelated		UN	UN
[12-2_vs_46-2]	29.537502	0	1.0	0.0	4	29.537502	unrelated	unrelated		UN	UN
[12-2_vs_47-1]	15.786399	0	1.0	0.0	2	15.786399	unrelated	unrelated		UN	UN
[12-2_vs_47-2]	15.786399	0	1.0	0.0	2	15.786399	unrelated	unrelated		UN	UN
[12-2_vs_48-1]	15.792663	0	1.0	0.0	2	15.792663	unrelated	unrelated		UN	UN
[12-2_vs_48-2]	8.734188	0	1.0	0.0	1	8.734188	unrelated	unrelated		UN	UN
[12-2_vs_49-1]	13.014454	0	1.0	0.0	2	13.014454	unrelated	unrelated		UN	UN
[12-2_vs_49-2]	19.148674	0	1.0	0.0	3	19.148674	unrelated	unrelated		UN	UN
[13-1_vs_13-2]	3101.350852	0	1.0	0.0	24	3101.350852	unrelated	unrelated		UN	UN
[13-1_vs_14-1]	255.350822	0	1.0	0.0	23	255.350822	12.5	F-C	C-3a(FC)	4	4
[13-1_vs_14-2]	270.982197	0	1.0	0.0	25	270.982197	unrelated	unrelated		UN	UN
[13-1_vs_15-1]	77.705024	0	1.0	0.0	10	77.705024	12.5	F-C_HS	C-3a(FC)_HS	UN	4
[13-1_vs_15-2]	80.292456	0	1.0	0.0	10	80.292456	unrelated	unrelated		UN	UN
[13-1_vs_16-1]	57.312325	0	1.0	0.0	6	57.312325	6.25	FCOR	C-4a(FCOR)	4	4
[13-1_vs_16-2]	51.002808	0	1.0	0.0	6	51.002808	unrelated	unrelated		UN	UN
[13-1_vs_17-1]	45.525775	0	1.0	0.0	6	45.525775	6.25	FCOR_HS	C-4a(FCOR)_HS	UN	4
[13-1_vs_17-2]	45.309848	0	1.0	0.0	6	45.309848	unrelated	unrelated		UN	UN
[13-1_vs_18-1]	22.464275	0	1.0	0.0	3	22.464275	6.25	FCOR_HS	C-4a(FCOR)_HS	UN	4
[13-1_vs_18-2]	29.551754000000003	0	1.0	0.0	4	29.551754000000003	unrelated	unrelated		UN	UN
[13-1_vs_19-1]	28.112091	0	1.0	0.0	2	28.112091	6.25	FCOR	C-4a(FCOR)	4	4
[13-1_vs_19-2]	28.112091	0	1.0	0.0	2	28.112091	unrelated	unrelated		UN	UN
[13-1_vs_20-1]	31.234264	0	1.0	0.0	4	31.234264	6.25	FCOR	C-4a(FCOR)	4	4
[13-1_vs_20-2]	31.234264	0	1.0	0.0	4	31.234264	unrelated	unrelated		UN	UN
[13-1_vs_21-1]	77.703826	0	1.0	0.0	7	77.703826	6.25	FCOR	C-4a(FCOR)	4	4
[13-1_vs_21-2]	76.85538	0	1.0	0.0	7	76.85538	unrelated	unrelated		UN	UN
[13-1_vs_22-1]	29.634091	0	1.0	0.0	3	29.634091	6.25	FCOR	C-4a(FCOR)	4	4
[13-1_vs_22-2]	36.381779	0	1.0	0.0	4	36.381779	unrelated	unrelated		UN	UN
[13-1_vs_22-593-2-saliva]	6.416302	0	1.0	0.0	1	6.416302	unrelated	unrelated		UN	UN
[13-1_vs_22-650-1-blood]	15.697968	0	1.0	0.0	2	15.697968	unrelated	unrelated		UN	UN
[13-1_vs_22-650-2-blood]	22.469151	0	1.0	0.0	3	22.469151	unrelated	unrelated		UN	UN
[13-1_vs_23-1]	56.138233	0	1.0	0.0	7	56.138233	6.25	FCOR	C-4a(FCOR)	4	4
[13-1_vs_23-2]	60.371967	0	1.0	0.0	7	60.371967	unrelated	unrelated		UN	UN
[13-1_vs_24-1]	33.620419	0	1.0	0.0	3	33.620419	6.25	FCOR	C-4a(FCOR)	4	4
[13-1_vs_24-2]	36.329632	0	1.0	0.0	3	36.329632	unrelated	unrelated		UN	UN
[13-1_vs_25-1]	70.131347	0	1.0	0.0	9	70.131347	6.25	FCOR	C-4a(FCOR)	4	4
[13-1_vs_25-2]	66.46206600000001	0	1.0	0.0	9	66.46206600000001	unrelated	unrelated		UN	UN
