pair	IBD1_len	IBD2_len	R1	R2	Num_Segs	Total_len	target1	target2	real_kinship	kinship	kinship_considered_hs
[1-1_vs_1-2]	3101.350852	0	1.0	0.0	24	3101.350852	unrelated	unrelated		UN	UN
[1-1_vs_10-1]	1004.978124	0	1.0	0.0	225	1004.978124	unrelated	unrelated	C-2(U-N)	3	3
[1-1_vs_10-2]	1001.395314	0	1.0	0.0	226	1001.395314	unrelated	unrelated		UN	UN
[1-1_vs_11-2]	1059.740937	0	1.0	0.0	219	1059.740937	unrelated	unrelated		UN	UN
[1-1_vs_12-1]	375.802658	0	1.0	0.0	113	375.802658	25.0	U-N	C-2(U-N)	3	3
[1-1_vs_12-2]	368.887814	0	1.0	0.0	111	368.887814	unrelated	unrelated		UN	UN
[1-1_vs_13-1]	400.081608	0	1.0	0.0	112	400.081608	25.0	U-N	C-2(U-N)	3	3
[1-1_vs_13-2]	386.317243	0	1.0	0.0	116	386.317243	unrelated	unrelated		UN	UN
[1-1_vs_14-1]	436.7426	0	1.0	0.0	106	436.7426	25.0	U-N	C-2(U-N)	3	3
[1-1_vs_14-2]	456.707506	0	1.0	0.0	116	456.707506	unrelated	unrelated		UN	UN
[1-1_vs_15-1]	1889.674099	0	1.0	0.0	410	1889.674099	50.0	P-C	L-1(P-C)	1	1
[1-1_vs_15-2]	1900.16522	0	1.0	0.0	408	1900.16522	unrelated	unrelated		UN	UN
[1-1_vs_16-1]	948.27417	0	1.0	0.0	233	948.27417	25.0	GP-GC	L-2(GP-GC)	2	2
[1-1_vs_16-2]	977.962173	0	1.0	0.0	236	977.962173	unrelated	unrelated		UN	UN
[1-1_vs_17-1]	967.353533	0	1.0	0.0	234	967.353533	25.0	GP-GC	L-2(GP-GC)	2	2
[1-1_vs_17-2]	970.174783	0	1.0	0.0	233	970.174783	unrelated	unrelated		UN	UN
[1-1_vs_18-1]	1014.133141	0	1.0	0.0	258	1014.133141	25.0	GP-GC	L-2(GP-GC)	2	2
[1-1_vs_18-2]	1028.403574	0	1.0	0.0	260	1028.403574	unrelated	unrelated		UN	UN
[1-1_vs_19-1]	991.918464	0	1.0	0.0	237	991.918464	25.0	GP-GC	L-2(GP-GC)	2	2
[1-1_vs_19-2]	971.679231	0	1.0	0.0	225	971.679231	unrelated	unrelated		UN	UN
[1-1_vs_2-1]	900.425116	0	1.0	0.0	226	900.425116	50.0	FS	C-1(FS)	2	2
[1-1_vs_2-2]	903.86638	0	1.0	0.0	224	903.86638	unrelated	unrelated		UN	UN
[1-1_vs_20-1]	1196.345018	0	1.0	0.0	254	1196.345018	25.0	GP-GC	L-2(GP-GC)	2	2
[1-1_vs_20-2]	1207.082965	0	1.0	0.0	248	1207.082965	unrelated	unrelated		UN	UN
[1-1_vs_21-1]	1046.534866	0	1.0	0.0	240	1046.534866	25.0	GP-GC	L-2(GP-GC)	2	2
[1-1_vs_21-2]	1063.868499	0	1.0	0.0	246	1063.868499	unrelated	unrelated		UN	UN
[1-1_vs_22-1]	1099.773923	0	1.0	0.0	238	1099.773923	25.0	GP-GC	L-2(GP-GC)	2	2
[1-1_vs_22-2]	1112.767696	0	1.0	0.0	243	1112.767696	unrelated	unrelated		UN	UN
[1-1_vs_22-593-1-saliva]	1.159042	0	1.0	0.0	1	1.159042	unrelated	unrelated		UN	UN
[1-1_vs_22-593-2-saliva]	1.341522	0	1.0	0.0	1	1.341522	unrelated	unrelated		UN	UN
[1-1_vs_22-650-1-blood]	49.790991	0	1.0	0.0	24	49.790991	unrelated	unrelated		UN	UN
[1-1_vs_22-650-2-blood]	52.241889	0	1.0	0.0	19	52.241889	unrelated	unrelated		UN	UN
[1-1_vs_23-1]	1122.085991	0	1.0	0.0	259	1122.085991	25.0	GP-GC	L-2(GP-GC)	2	2
[1-1_vs_23-2]	1143.529756	0	1.0	0.0	254	1143.529756	unrelated	unrelated		UN	UN
[1-1_vs_24-1]	881.310659	0	1.0	0.0	193	881.310659	25.0	GP-GC	L-2(GP-GC)	2	2
[1-1_vs_24-2]	900.78393	0	1.0	0.0	189	900.78393	unrelated	unrelated		UN	UN
[1-1_vs_25-1]	1238.803089	0	1.0	0.0	274	1238.803089	25.0	GP-GC	L-2(GP-GC)	2	2
[1-1_vs_25-2]	1243.404434	0	1.0	0.0	272	1243.404434	unrelated	unrelated		UN	UN
[1-1_vs_26-1]	579.067606	0	1.0	0.0	125	579.067606	12.5	GGP-GGC		4	4
[1-1_vs_27-1]	548.888162	0	1.0	0.0	123	548.888162	12.5	GGP-GGC		4	4
[1-1_vs_28-1]	682.630626	0	1.0	0.0	158	682.630626	12.5	GGP-GGC		4	4
[1-1_vs_29-1]	81.231651	0	1.0	0.0	18	81.231651	0.0	UL	UN	UN	UN
[1-1_vs_29-2]	88.06607	0	1.0	0.0	19	88.06607	unrelated	unrelated		UN	UN
[1-1_vs_3-1]	1778.006726	0	1.0	0.0	412	1778.006726	50.0	P-C	L-1(P-C)	1	1
[1-1_vs_3-2]	1742.482847	0	1.0	0.0	414	1742.482847	unrelated	unrelated		UN	UN
[1-1_vs_30-1]	57.722986000000006	0	1.0	0.0	26	57.722986000000006	0.0	UL	UN	UN	UN
[1-1_vs_30-2]	93.152671	0	1.0	0.0	30	93.152671	unrelated	unrelated		UN	UN
[1-1_vs_31-1]	78.244105	0	1.0	0.0	25	78.244105	unrelated	unrelated	UN	UN	UN
[1-1_vs_31-2]	87.940074	0	1.0	0.0	30	87.940074	unrelated	unrelated		UN	UN
[1-1_vs_32-2]	71.990239	0	1.0	0.0	26	71.990239	unrelated	unrelated		UN	UN
[1-1_vs_33-1]	82.174969	0	1.0	0.0	25	82.174969	unrelated	unrelated	UN	UN	UN
[1-1_vs_33-2]	114.750791	0	1.0	0.0	30	114.750791	unrelated	unrelated		UN	UN
[1-1_vs_34-1]	27.103513	0	1.0	0.0	9	27.103513	unrelated	unrelated	UN	UN	UN
[1-1_vs_34-2]	67.42749	0	1.0	0.0	18	67.42749	unrelated	unrelated		UN	UN
[1-1_vs_35-2]	80.787561	0	1.0	0.0	20	80.787561	unrelated	unrelated		UN	UN
[1-1_vs_36-1]	2.644214	0	1.0	0.0	2	2.644214	unrelated	unrelated	UN	UN	UN
[1-1_vs_36-2]	48.065385	0	1.0	0.0	17	48.065385	unrelated	unrelated		UN	UN
[1-1_vs_37-1]	24.171887	0	1.0	0.0	6	24.171887	unrelated	unrelated	UN	UN	UN
[1-1_vs_37-2]	90.564482	0	1.0	0.0	27	90.564482	unrelated	unrelated		UN	UN
[1-1_vs_38-1]	103.447264	0	1.0	0.0	27	103.447264	unrelated	unrelated	UN	UN	UN
[1-1_vs_38-2]	98.83872	0	1.0	0.0	20	98.83872	unrelated	unrelated		UN	UN
[1-1_vs_39-2]	55.790236	0	1.0	0.0	24	55.790236	unrelated	unrelated		UN	UN
[1-1_vs_4-1]	1741.10938	0	1.0	0.0	426	1741.10938	50.0	P-C	L-1(P-C)	1	1
[1-1_vs_4-2]	1758.876428	0	1.0	0.0	438	1758.876428	unrelated	unrelated		UN	UN
[1-1_vs_40-1]	70.476464	0	1.0	0.0	22	70.476464	unrelated	unrelated		UN	UN
[1-1_vs_41-1]	62.779207	0	1.0	0.0	22	62.779207	unrelated	unrelated	UN	UN	UN
[1-1_vs_41-2]	57.95631	0	1.0	0.0	22	57.95631	unrelated	unrelated		UN	UN
[1-1_vs_42-1]	57.336189	0	1.0	0.0	28	57.336189	unrelated	unrelated	UN	UN	UN
[1-1_vs_42-2]	59.758151	0	1.0	0.0	29	59.758151	unrelated	unrelated		UN	UN
[1-1_vs_43-1]	83.008121	0	1.0	0.0	24	83.008121	unrelated	unrelated	UN	UN	UN
[1-1_vs_43-2]	71.409025	0	1.0	0.0	18	71.409025	unrelated	unrelated		UN	UN
[1-1_vs_44-1]	76.412614	0	1.0	0.0	31	76.412614	unrelated	unrelated	UN	UN	UN
[1-1_vs_44-2]	72.468641	0	1.0	0.0	29	72.468641	unrelated	unrelated		UN	UN
[1-1_vs_45-1]	91.351088	0	1.0	0.0	27	91.351088	unrelated	unrelated		UN	UN
[1-1_vs_46-1]	22.910845	0	1.0	0.0	7	22.910845	unrelated	unrelated	UN	UN	UN
[1-1_vs_46-2]	81.162712	0	1.0	0.0	27	81.162712	unrelated	unrelated		UN	UN
[1-1_vs_47-1]	68.426008	0	1.0	0.0	29	68.426008	unrelated	unrelated	UN	UN	UN
[1-1_vs_47-2]	70.506685	0	1.0	0.0	30	70.506685	unrelated	unrelated		UN	UN
[1-1_vs_48-1]	117.722516	0	1.0	0.0	34	117.722516	unrelated	unrelated	UN	UN	UN
[1-1_vs_48-2]	102.620831	0	1.0	0.0	25	102.620831	unrelated	unrelated		UN	UN
[1-1_vs_49-1]	51.38499	0	1.0	0.0	22	51.38499	unrelated	unrelated	UN	UN	UN
[1-1_vs_49-2]	31.698089	0	1.0	0.0	13	31.698089	unrelated	unrelated		UN	UN
[1-1_vs_5-1]	1790.424533	0	1.0	0.0	435	1790.424533	50.0	P-C	L-1(P-C)	1	1
[1-1_vs_5-2]	1756.554568	0	1.0	0.0	430	1756.554568	unrelated	unrelated		UN	UN
[1-1_vs_6-1]	1779.186111	0	1.0	0.0	439	1779.186111	50.0	P-C	L-1(P-C)	1	1
[1-1_vs_6-2]	1780.634856	0	1.0	0.0	433	1780.634856	unrelated	unrelated		UN	UN
[1-1_vs_7-1]	542.670525	0	1.0	0.0	128	542.670525	25.0	U-N	C-2(U-N)	3	3
[1-1_vs_7-2]	542.189959	0	1.0	0.0	127	542.189959	unrelated	unrelated		UN	UN
[1-1_vs_8-1]	535.971178	0	1.0	0.0	124	535.971178	25.0	U-N	C-2(U-N)	3	3
[1-1_vs_8-2]	544.304734	0	1.0	0.0	124	544.304734	unrelated	unrelated		UN	UN
[1-1_vs_9-1]	471.221889	0	1.0	0.0	112	471.221889	25.0	U-N	C-2(U-N)	3	3
[1-1_vs_9-2]	471.95633	0	1.0	0.0	114	471.95633	unrelated	unrelated		UN	UN
[1-2_vs_10-1]	1005.358789	0	1.0	0.0	225	1005.358789	unrelated	unrelated		UN	UN
[1-2_vs_10-2]	996.095766	0	1.0	0.0	224	996.095766	unrelated	unrelated		UN	UN
[1-2_vs_11-2]	1047.510247	0	1.0	0.0	215	1047.510247	unrelated	unrelated		UN	UN
[1-2_vs_12-1]	376.801364	0	1.0	0.0	114	376.801364	unrelated	unrelated		UN	UN
[1-2_vs_12-2]	369.791033	0	1.0	0.0	111	369.791033	unrelated	unrelated		UN	UN
[1-2_vs_13-1]	395.218046	0	1.0	0.0	117	395.218046	unrelated	unrelated		UN	UN
[1-2_vs_13-2]	373.756867	0	1.0	0.0	118	373.756867	unrelated	unrelated		UN	UN
[1-2_vs_14-1]	436.655544	0	1.0	0.0	106	436.655544	unrelated	unrelated		UN	UN
[1-2_vs_14-2]	456.701526	0	1.0	0.0	115	456.701526	unrelated	unrelated		UN	UN
[1-2_vs_15-1]	1918.433748	0	1.0	0.0	414	1918.433748	unrelated	unrelated		UN	UN
[1-2_vs_15-2]	1933.778615	0	1.0	0.0	414	1933.778615	unrelated	unrelated		UN	UN
[1-2_vs_16-1]	943.534691	0	1.0	0.0	234	943.534691	unrelated	unrelated		UN	UN
[1-2_vs_16-2]	978.573714	0	1.0	0.0	237	978.573714	unrelated	unrelated		UN	UN
[1-2_vs_17-1]	970.864591	0	1.0	0.0	233	970.864591	unrelated	unrelated		UN	UN
[1-2_vs_17-2]	976.372925	0	1.0	0.0	231	976.372925	unrelated	unrelated		UN	UN
[1-2_vs_18-1]	1008.338215	0	1.0	0.0	256	1008.338215	unrelated	unrelated		UN	UN
[1-2_vs_18-2]	1021.598596	0	1.0	0.0	259	1021.598596	unrelated	unrelated		UN	UN
[1-2_vs_19-1]	989.427462	0	1.0	0.0	230	989.427462	unrelated	unrelated		UN	UN
[1-2_vs_19-2]	973.710084	0	1.0	0.0	219	973.710084	unrelated	unrelated		UN	UN
[1-2_vs_2-1]	905.139154	0	1.0	0.0	233	905.139154	unrelated	unrelated		UN	UN
[1-2_vs_2-2]	916.004044	0	1.0	0.0	231	916.004044	unrelated	unrelated		UN	UN
[1-2_vs_20-1]	1188.308831	0	1.0	0.0	252	1188.308831	unrelated	unrelated		UN	UN
[1-2_vs_20-2]	1202.072258	0	1.0	0.0	244	1202.072258	unrelated	unrelated		UN	UN
[1-2_vs_21-1]	1049.134503	0	1.0	0.0	239	1049.134503	unrelated	unrelated		UN	UN
[1-2_vs_21-2]	1061.405149	0	1.0	0.0	245	1061.405149	unrelated	unrelated		UN	UN
[1-2_vs_22-1]	1098.042125	0	1.0	0.0	240	1098.042125	unrelated	unrelated		UN	UN
[1-2_vs_22-2]	1113.31222	0	1.0	0.0	244	1113.31222	unrelated	unrelated		UN	UN
[1-2_vs_22-593-1-saliva]	1.159042	0	1.0	0.0	1	1.159042	unrelated	unrelated		UN	UN
[1-2_vs_22-593-2-saliva]	2.273626	0	1.0	0.0	2	2.273626	unrelated	unrelated		UN	UN
[1-2_vs_22-650-1-blood]	49.790991	0	1.0	0.0	24	49.790991	unrelated	unrelated		UN	UN
[1-2_vs_22-650-2-blood]	45.872115	0	1.0	0.0	17	45.872115	unrelated	unrelated		UN	UN
[1-2_vs_23-1]	1121.754588	0	1.0	0.0	256	1121.754588	unrelated	unrelated		UN	UN
[1-2_vs_23-2]	1137.749171	0	1.0	0.0	251	1137.749171	unrelated	unrelated		UN	UN
[1-2_vs_24-1]	888.812196	0	1.0	0.0	193	888.812196	unrelated	unrelated		UN	UN
[1-2_vs_24-2]	910.326182	0	1.0	0.0	189	910.326182	unrelated	unrelated		UN	UN
[1-2_vs_25-1]	1232.157349	0	1.0	0.0	271	1232.157349	unrelated	unrelated		UN	UN
[1-2_vs_25-2]	1236.041104	0	1.0	0.0	267	1236.041104	unrelated	unrelated		UN	UN
[1-2_vs_26-1]	577.631527	0	1.0	0.0	129	577.631527	unrelated	unrelated		UN	UN
[1-2_vs_27-1]	550.573132	0	1.0	0.0	128	550.573132	unrelated	unrelated		UN	UN
[1-2_vs_28-1]	689.234553	0	1.0	0.0	155	689.234553	unrelated	unrelated		UN	UN
[1-2_vs_29-1]	81.231651	0	1.0	0.0	18	81.231651	unrelated	unrelated		UN	UN
[1-2_vs_29-2]	86.791937	0	1.0	0.0	18	86.791937	unrelated	unrelated		UN	UN
[1-2_vs_3-1]	1781.896374	0	1.0	0.0	410	1781.896374	unrelated	unrelated		UN	UN
[1-2_vs_3-2]	1759.92526	0	1.0	0.0	411	1759.92526	unrelated	unrelated		UN	UN
[1-2_vs_30-1]	57.722986000000006	0	1.0	0.0	26	57.722986000000006	unrelated	unrelated		UN	UN
[1-2_vs_30-2]	93.152671	0	1.0	0.0	30	93.152671	unrelated	unrelated		UN	UN
[1-2_vs_31-1]	62.277417	0	1.0	0.0	24	62.277417	unrelated	unrelated		UN	UN
[1-2_vs_31-2]	87.940074	0	1.0	0.0	30	87.940074	unrelated	unrelated		UN	UN
[1-2_vs_32-2]	70.800477	0	1.0	0.0	25	70.800477	unrelated	unrelated		UN	UN
[1-2_vs_33-1]	82.053448	0	1.0	0.0	25	82.053448	unrelated	unrelated		UN	UN
[1-2_vs_33-2]	119.265585	0	1.0	0.0	32	119.265585	unrelated	unrelated		UN	UN
[1-2_vs_34-1]	32.957624	0	1.0	0.0	12	32.957624	unrelated	unrelated		UN	UN
[1-2_vs_34-2]	71.494842	0	1.0	0.0	20	71.494842	unrelated	unrelated		UN	UN
[1-2_vs_35-2]	84.419787	0	1.0	0.0	21	84.419787	unrelated	unrelated		UN	UN
[1-2_vs_36-1]	2.644214	0	1.0	0.0	2	2.644214	unrelated	unrelated		UN	UN
[1-2_vs_36-2]	47.456078	0	1.0	0.0	16	47.456078	unrelated	unrelated		UN	UN
[1-2_vs_37-1]	25.506665	0	1.0	0.0	7	25.506665	unrelated	unrelated		UN	UN
[1-2_vs_37-2]	89.384283	0	1.0	0.0	27	89.384283	unrelated	unrelated		UN	UN
[1-2_vs_38-1]	104.304633	0	1.0	0.0	27	104.304633	unrelated	unrelated		UN	UN
[1-2_vs_38-2]	86.414441	0	1.0	0.0	21	86.414441	unrelated	unrelated		UN	UN
[1-2_vs_39-2]	61.869948	0	1.0	0.0	27	61.869948	unrelated	unrelated		UN	UN
[1-2_vs_4-1]	1778.117824	0	1.0	0.0	430	1778.117824	unrelated	unrelated		UN	UN
[1-2_vs_4-2]	1789.377914	0	1.0	0.0	435	1789.377914	unrelated	unrelated		UN	UN
[1-2_vs_40-1]	68.389954	0	1.0	0.0	21	68.389954	unrelated	unrelated		UN	UN
[1-2_vs_41-1]	64.02456	0	1.0	0.0	23	64.02456	unrelated	unrelated		UN	UN
[1-2_vs_41-2]	59.201663	0	1.0	0.0	23	59.201663	unrelated	unrelated		UN	UN
[1-2_vs_42-1]	61.892448	0	1.0	0.0	28	61.892448	unrelated	unrelated		UN	UN
[1-2_vs_42-2]	63.878697	0	1.0	0.0	28	63.878697	unrelated	unrelated		UN	UN
[1-2_vs_43-1]	82.092712	0	1.0	0.0	24	82.092712	unrelated	unrelated		UN	UN
[1-2_vs_43-2]	72.677767	0	1.0	0.0	19	72.677767	unrelated	unrelated		UN	UN
[1-2_vs_44-1]	78.369786	0	1.0	0.0	32	78.369786	unrelated	unrelated		UN	UN
[1-2_vs_44-2]	78.98505300000001	0	1.0	0.0	30	78.98505300000001	unrelated	unrelated		UN	UN
[1-2_vs_45-1]	89.184481	0	1.0	0.0	26	89.184481	unrelated	unrelated		UN	UN
[1-2_vs_46-1]	28.744296	0	1.0	0.0	11	28.744296	unrelated	unrelated		UN	UN
[1-2_vs_46-2]	79.63039400000001	0	1.0	0.0	26	79.63039400000001	unrelated	unrelated		UN	UN
[1-2_vs_47-1]	64.37421	0	1.0	0.0	27	64.37421	unrelated	unrelated		UN	UN
[1-2_vs_47-2]	66.454887	0	1.0	0.0	28	66.454887	unrelated	unrelated		UN	UN
[1-2_vs_48-1]	121.066814	0	1.0	0.0	35	121.066814	unrelated	unrelated		UN	UN
[1-2_vs_48-2]	105.965129	0	1.0	0.0	26	105.965129	unrelated	unrelated		UN	UN
[1-2_vs_49-1]	50.768207	0	1.0	0.0	22	50.768207	unrelated	unrelated		UN	UN
[1-2_vs_49-2]	31.698089	0	1.0	0.0	13	31.698089	unrelated	unrelated		UN	UN
[1-2_vs_5-1]	1784.392413	0	1.0	0.0	436	1784.392413	unrelated	unrelated		UN	UN
[1-2_vs_5-2]	1769.133512	0	1.0	0.0	434	1769.133512	unrelated	unrelated		UN	UN
[1-2_vs_6-1]	1810.138783	0	1.0	0.0	431	1810.138783	unrelated	unrelated		UN	UN
[1-2_vs_6-2]	1801.188871	0	1.0	0.0	428	1801.188871	unrelated	unrelated		UN	UN
[1-2_vs_7-1]	542.227432	0	1.0	0.0	130	542.227432	unrelated	unrelated		UN	UN
[1-2_vs_7-2]	542.938657	0	1.0	0.0	129	542.938657	unrelated	unrelated		UN	UN
[1-2_vs_8-1]	542.418196	0	1.0	0.0	125	542.418196	unrelated	unrelated		UN	UN
[1-2_vs_8-2]	548.000812	0	1.0	0.0	127	548.000812	unrelated	unrelated		UN	UN
[1-2_vs_9-1]	479.412702	0	1.0	0.0	118	479.412702	unrelated	unrelated		UN	UN
[1-2_vs_9-2]	475.574433	0	1.0	0.0	116	475.574433	unrelated	unrelated		UN	UN
[10-1_vs_10-2]	3127.459212	0	1.0	0.0	25	3127.459212	unrelated	unrelated		UN	UN
[10-1_vs_11-2]	1567.7342	0	1.0	0.0	228	1567.7342	unrelated	unrelated		UN	UN
[10-1_vs_12-1]	272.827715	0	1.0	0.0	68	272.827715	12.5	F-C	C-3a(FC)	4	4
[10-1_vs_12-2]	269.422512	0	1.0	0.0	65	269.422512	unrelated	unrelated		UN	UN
[10-1_vs_13-1]	233.267976	0	1.0	0.0	52	233.267976	12.5	F-C	C-3a(FC)	4	4
[10-1_vs_13-2]	225.790455	0	1.0	0.0	53	225.790455	unrelated	unrelated		UN	UN
[10-1_vs_14-1]	229.373497	0	1.0	0.0	66	229.373497	12.5	F-C	C-3a(FC)	4	4
[10-1_vs_14-2]	230.957459	0	1.0	0.0	67	230.957459	unrelated	unrelated		UN	UN
[10-1_vs_15-1]	572.451831	0	1.0	0.0	130	572.451831	12.5	F-C_HS	C-3a(FC)_HS	UN	4
[10-1_vs_15-2]	588.249665	0	1.0	0.0	131	588.249665	unrelated	unrelated		UN	UN
[10-1_vs_16-1]	327.262676	0	1.0	0.0	85	327.262676	6.25	FCOR	C-4a(FCOR)	4	4
[10-1_vs_16-2]	327.987297	0	1.0	0.0	84	327.987297	unrelated	unrelated		UN	UN
[10-1_vs_17-1]	298.539488	0	1.0	0.0	93	298.539488	6.25	FCOR_HS	C-4a(FCOR)_HS	UN	4
[10-1_vs_17-2]	290.390107	0	1.0	0.0	93	290.390107	unrelated	unrelated		UN	UN
[10-1_vs_18-1]	344.817528	0	1.0	0.0	95	344.817528	6.25	FCOR_HS	C-4a(FCOR)_HS	UN	4
[10-1_vs_18-2]	348.848169	0	1.0	0.0	95	348.848169	unrelated	unrelated		UN	UN
[10-1_vs_19-1]	207.683771	0	1.0	0.0	51	207.683771	6.25	FCOR	C-4a(FCOR)	4	4
[10-1_vs_19-2]	204.271334	0	1.0	0.0	55	204.271334	unrelated	unrelated		UN	UN
[10-1_vs_20-1]	326.86579	0	1.0	0.0	82	326.86579	6.25	FCOR	C-4a(FCOR)	4	4
[10-1_vs_20-2]	331.366858	0	1.0	0.0	82	331.366858	unrelated	unrelated		UN	UN
[10-1_vs_21-1]	441.545948	0	1.0	0.0	76	441.545948	6.25	FCOR	C-4a(FCOR)	4	4
[10-1_vs_21-2]	438.499728	0	1.0	0.0	77	438.499728	unrelated	unrelated		UN	UN
[10-1_vs_22-1]	306.676938	0	1.0	0.0	81	306.676938	6.25	FCOR	C-4a(FCOR)	4	4
[10-1_vs_22-2]	326.098027	0	1.0	0.0	84	326.098027	unrelated	unrelated		UN	UN
[10-1_vs_22-593-2-saliva]	17.903489	0	1.0	0.0	6	17.903489	unrelated	unrelated		UN	UN
[10-1_vs_22-650-1-blood]	70.43966	0	1.0	0.0	19	70.43966	unrelated	unrelated		UN	UN
[10-1_vs_22-650-2-blood]	88.795028	0	1.0	0.0	26	88.795028	unrelated	unrelated		UN	UN
[10-1_vs_23-1]	368.085631	0	1.0	0.0	84	368.085631	6.25	FCOR	C-4a(FCOR)	4	4
[10-1_vs_23-2]	355.752815	0	1.0	0.0	88	355.752815	unrelated	unrelated		UN	UN
[10-1_vs_24-1]	308.056079	0	1.0	0.0	80	308.056079	6.25	FCOR	C-4a(FCOR)	4	4
[10-1_vs_24-2]	309.713567	0	1.0	0.0	76	309.713567	unrelated	unrelated		UN	UN
[10-1_vs_25-1]	425.664851	0	1.0	0.0	109	425.664851	6.25	FCOR	C-4a(FCOR)	4	4
[10-1_vs_25-2]	423.556239	0	1.0	0.0	108	423.556239	unrelated	unrelated		UN	UN
[10-1_vs_26-1]	217.020773	0	1.0	0.0	63	217.020773	3.125	FCTR		4	4
[10-1_vs_27-1]	227.765648	0	1.0	0.0	52	227.765648	3.125	FCTR		4	4
[10-1_vs_28-1]	213.611847	0	1.0	0.0	57	213.611847	3.125	FCTR		4	4
[10-1_vs_29-1]	83.240261	0	1.0	0.0	26	83.240261	0.0	UL	UN	UN	UN
[10-1_vs_29-2]	90.914341	0	1.0	0.0	27	90.914341	unrelated	unrelated		UN	UN
[10-1_vs_30-1]	41.597001	0	1.0	0.0	21	41.597001	0.0	UL	UN	UN	UN
[10-1_vs_30-2]	43.637319	0	1.0	0.0	22	43.637319	unrelated	unrelated		UN	UN
[10-1_vs_31-1]	36.404713	0	1.0	0.0	16	36.404713	unrelated	unrelated	UN	UN	UN
[10-1_vs_31-2]	42.502786	0	1.0	0.0	18	42.502786	unrelated	unrelated		UN	UN
[10-1_vs_32-2]	53.573015	0	1.0	0.0	18	53.573015	unrelated	unrelated		UN	UN
[10-1_vs_33-1]	92.763558	0	1.0	0.0	24	92.763558	unrelated	unrelated	UN	UN	UN
[10-1_vs_33-2]	109.386839	0	1.0	0.0	30	109.386839	unrelated	unrelated		UN	UN
[10-1_vs_34-1]	33.512855	0	1.0	0.0	13	33.512855	unrelated	unrelated	UN	UN	UN
[10-1_vs_34-2]	57.402903	0	1.0	0.0	21	57.402903	unrelated	unrelated		UN	UN
[10-1_vs_35-2]	48.127573	0	1.0	0.0	18	48.127573	unrelated	unrelated		UN	UN
[10-1_vs_36-2]	67.98087699999999	0	1.0	0.0	30	67.98087699999999	unrelated	unrelated		UN	UN
[10-1_vs_37-1]	43.679122	0	1.0	0.0	8	43.679122	unrelated	unrelated	UN	UN	UN
[10-1_vs_37-2]	91.055762	0	1.0	0.0	24	91.055762	unrelated	unrelated		UN	UN
[10-1_vs_38-1]	100.572698	0	1.0	0.0	27	100.572698	unrelated	unrelated	UN	UN	UN
[10-1_vs_38-2]	92.47255	0	1.0	0.0	25	92.47255	unrelated	unrelated		UN	UN
[10-1_vs_39-2]	75.867669	0	1.0	0.0	33	75.867669	unrelated	unrelated		UN	UN
[10-1_vs_40-1]	55.118534	0	1.0	0.0	20	55.118534	unrelated	unrelated		UN	UN
[10-1_vs_41-1]	95.126681	0	1.0	0.0	28	95.126681	unrelated	unrelated	UN	UN	UN
[10-1_vs_41-2]	96.976593	0	1.0	0.0	31	96.976593	unrelated	unrelated		UN	UN
[10-1_vs_42-1]	57.676595	0	1.0	0.0	25	57.676595	unrelated	unrelated	UN	UN	UN
[10-1_vs_42-2]	54.899111	0	1.0	0.0	24	54.899111	unrelated	unrelated		UN	UN
[10-1_vs_43-1]	120.044548	0	1.0	0.0	30	120.044548	unrelated	unrelated	UN	UN	UN
[10-1_vs_43-2]	102.182427	0	1.0	0.0	25	102.182427	unrelated	unrelated		UN	UN
[10-1_vs_44-1]	80.633434	0	1.0	0.0	33	80.633434	unrelated	unrelated	UN	UN	UN
[10-1_vs_44-2]	80.971384	0	1.0	0.0	33	80.971384	unrelated	unrelated		UN	UN
[10-1_vs_45-1]	100.538526	0	1.0	0.0	27	100.538526	unrelated	unrelated		UN	UN
[10-1_vs_46-1]	55.389959000000005	0	1.0	0.0	11	55.389959000000005	unrelated	unrelated	UN	UN	UN
[10-1_vs_46-2]	76.088224	0	1.0	0.0	24	76.088224	unrelated	unrelated		UN	UN
[10-1_vs_47-1]	86.127036	0	1.0	0.0	29	86.127036	unrelated	unrelated	UN	UN	UN
[10-1_vs_47-2]	71.066007	0	1.0	0.0	29	71.066007	unrelated	unrelated		UN	UN
[10-1_vs_48-1]	91.702039	0	1.0	0.0	26	91.702039	unrelated	unrelated	UN	UN	UN
[10-1_vs_48-2]	83.495635	0	1.0	0.0	22	83.495635	unrelated	unrelated		UN	UN
[10-1_vs_49-1]	62.623681	0	1.0	0.0	28	62.623681	unrelated	unrelated	UN	UN	UN
[10-1_vs_49-2]	51.990582	0	1.0	0.0	22	51.990582	unrelated	unrelated		UN	UN
[10-2_vs_11-2]	1572.770386	0	1.0	0.0	225	1572.770386	unrelated	unrelated		UN	UN
[10-2_vs_12-1]	273.07095300000003	0	1.0	0.0	70	273.07095300000003	unrelated	unrelated		UN	UN
[10-2_vs_12-2]	273.382717	0	1.0	0.0	70	273.382717	unrelated	unrelated		UN	UN
[10-2_vs_13-1]	243.719196	0	1.0	0.0	54	243.719196	unrelated	unrelated		UN	UN
[10-2_vs_13-2]	230.435754	0	1.0	0.0	54	230.435754	unrelated	unrelated		UN	UN
[10-2_vs_14-1]	234.662202	0	1.0	0.0	69	234.662202	unrelated	unrelated		UN	UN
[10-2_vs_14-2]	234.415526	0	1.0	0.0	67	234.415526	unrelated	unrelated		UN	UN
