pair	IBD1_len	IBD2_len	R1	R2	Num_Segs	Total_len	target1	target2	real_kinship	kinship	kinship_considered_hs
[1-1_vs_25-2]	966.864651	0	1.0	0.0	137	966.864651	unrelated	unrelated		UN	UN
[1-1_vs_26-1]	449.209965	0	1.0	0.0	60	449.209965	12.5	GGP-GGC		4	4
[1-1_vs_27-1]	419.660859	0	1.0	0.0	56	419.660859	12.5	GGP-GGC		4	4
[1-1_vs_28-1]	518.089765	0	1.0	0.0	76	518.089765	12.5	GGP-GGC		4	4
[1-1_vs_29-1]	58.19554900000001	0	1.0	0.0	6	58.19554900000001	0.0	UL	UN	UN	UN
[1-1_vs_29-2]	65.029968	0	1.0	0.0	7	65.029968	unrelated	unrelated		UN	UN
[1-1_vs_3-1]	1346.911436	0	1.0	0.0	195	1346.911436	50.0	P-C	L-1(P-C)	1	1
[1-1_vs_3-2]	1303.679154	0	1.0	0.0	196	1303.679154	unrelated	unrelated		UN	UN
[1-1_vs_30-1]	16.335973000000003	0	1.0	0.0	3	16.335973000000003	0.0	UL	UN	UN	UN
[1-1_vs_30-2]	45.025258	0	1.0	0.0	5	45.025258	unrelated	unrelated		UN	UN
[1-1_vs_31-1]	53.628425	0	1.0	0.0	8	53.628425	unrelated	unrelated	UN	UN	UN
[1-1_vs_31-2]	50.426719	0	1.0	0.0	7	50.426719	unrelated	unrelated		UN	UN
[1-1_vs_32-2]	38.257895	0	1.0	0.0	5	38.257895	unrelated	unrelated		UN	UN
[1-1_vs_33-1]	53.121655	0	1.0	0.0	7	53.121655	unrelated	unrelated	UN	UN	UN
[1-1_vs_33-2]	81.504169	0	1.0	0.0	9	81.504169	unrelated	unrelated		UN	UN
[1-1_vs_34-1]	18.076104	0	1.0	0.0	3	18.076104	unrelated	unrelated	UN	UN	UN
[1-1_vs_34-2]	49.266086	0	1.0	0.0	7	49.266086	unrelated	unrelated		UN	UN
[1-1_vs_35-2]	61.626596	0	1.0	0.0	8	61.626596	unrelated	unrelated		UN	UN
[1-1_vs_36-2]	24.180271	0	1.0	0.0	4	24.180271	unrelated	unrelated		UN	UN
[1-1_vs_37-1]	18.635098	0	1.0	0.0	3	18.635098	unrelated	unrelated	UN	UN	UN
[1-1_vs_37-2]	58.598082000000005	0	1.0	0.0	9	58.598082000000005	unrelated	unrelated		UN	UN
[1-1_vs_38-1]	70.142273	0	1.0	0.0	9	70.142273	unrelated	unrelated	UN	UN	UN
[1-1_vs_38-2]	75.641068	0	1.0	0.0	8	75.641068	unrelated	unrelated		UN	UN
[1-1_vs_39-2]	22.516927	0	1.0	0.0	4	22.516927	unrelated	unrelated		UN	UN
[1-1_vs_4-1]	1290.549295	0	1.0	0.0	196	1290.549295	50.0	P-C	L-1(P-C)	1	1
[1-1_vs_4-2]	1289.807844	0	1.0	0.0	199	1289.807844	unrelated	unrelated		UN	UN
[1-1_vs_40-1]	46.205649	0	1.0	0.0	7	46.205649	unrelated	unrelated		UN	UN
[1-1_vs_41-1]	31.454123	0	1.0	0.0	4	31.454123	unrelated	unrelated	UN	UN	UN
[1-1_vs_41-2]	25.181023000000003	0	1.0	0.0	3	25.181023000000003	unrelated	unrelated		UN	UN
[1-1_vs_42-1]	14.835375	0	1.0	0.0	3	14.835375	unrelated	unrelated	UN	UN	UN
[1-1_vs_42-2]	18.666407	0	1.0	0.0	4	18.666407	unrelated	unrelated		UN	UN
[1-1_vs_43-1]	54.615587	0	1.0	0.0	6	54.615587	unrelated	unrelated	UN	UN	UN
[1-1_vs_43-2]	53.085802	0	1.0	0.0	6	53.085802	unrelated	unrelated		UN	UN
[1-1_vs_44-1]	36.628128	0	1.0	0.0	7	36.628128	unrelated	unrelated	UN	UN	UN
[1-1_vs_44-2]	36.841728	0	1.0	0.0	7	36.841728	unrelated	unrelated		UN	UN
[1-1_vs_45-1]	54.323065	0	1.0	0.0	6	54.323065	unrelated	unrelated		UN	UN
[1-1_vs_46-1]	15.734066	0	1.0	0.0	3	15.734066	unrelated	unrelated	UN	UN	UN
[1-1_vs_46-2]	45.398146	0	1.0	0.0	5	45.398146	unrelated	unrelated		UN	UN
[1-1_vs_47-1]	30.865061	0	1.0	0.0	6	30.865061	unrelated	unrelated	UN	UN	UN
[1-1_vs_47-2]	30.865061	0	1.0	0.0	6	30.865061	unrelated	unrelated		UN	UN
[1-1_vs_48-1]	68.89832	0	1.0	0.0	6	68.89832	unrelated	unrelated	UN	UN	UN
[1-1_vs_48-2]	74.225843	0	1.0	0.0	8	74.225843	unrelated	unrelated		UN	UN
[1-1_vs_49-1]	21.557623	0	1.0	0.0	4	21.557623	unrelated	unrelated	UN	UN	UN
[1-1_vs_49-2]	9.892608	0	1.0	0.0	2	9.892608	unrelated	unrelated		UN	UN
[1-1_vs_5-1]	1351.027994	0	1.0	0.0	213	1351.027994	50.0	P-C	L-1(P-C)	1	1
[1-1_vs_5-2]	1333.389804	0	1.0	0.0	212	1333.389804	unrelated	unrelated		UN	UN
[1-1_vs_6-1]	1346.523931	0	1.0	0.0	210	1346.523931	50.0	P-C	L-1(P-C)	1	1
[1-1_vs_6-2]	1352.816719	0	1.0	0.0	206	1352.816719	unrelated	unrelated		UN	UN
[1-1_vs_7-1]	392.336473	0	1.0	0.0	52	392.336473	25.0	U-N	C-2(U-N)	3	3
[1-1_vs_7-2]	385.390536	0	1.0	0.0	48	385.390536	unrelated	unrelated		UN	UN
[1-1_vs_8-1]	413.885539	0	1.0	0.0	60	413.885539	25.0	U-N	C-2(U-N)	3	3
[1-1_vs_8-2]	423.542701	0	1.0	0.0	61	423.542701	unrelated	unrelated		UN	UN
[1-1_vs_9-1]	356.64613	0	1.0	0.0	55	356.64613	25.0	U-N	C-2(U-N)	3	3
[1-1_vs_9-2]	349.608472	0	1.0	0.0	54	349.608472	unrelated	unrelated		UN	UN
[1-2_vs_10-1]	780.559683	0	1.0	0.0	110	780.559683	unrelated	unrelated		UN	UN
[1-2_vs_10-2]	772.7014819999999	0	1.0	0.0	109	772.7014819999999	unrelated	unrelated		UN	UN
[1-2_vs_11-2]	826.816162	0	1.0	0.0	110	826.816162	unrelated	unrelated		UN	UN
[1-2_vs_12-1]	255.449661	0	1.0	0.0	48	255.449661	unrelated	unrelated		UN	UN
[1-2_vs_12-2]	252.862698	0	1.0	0.0	48	252.862698	unrelated	unrelated		UN	UN
[1-2_vs_13-1]	268.031844	0	1.0	0.0	50	268.031844	unrelated	unrelated		UN	UN
[1-2_vs_13-2]	232.989334	0	1.0	0.0	44	232.989334	unrelated	unrelated		UN	UN
[1-2_vs_14-1]	337.988805	0	1.0	0.0	54	337.988805	unrelated	unrelated		UN	UN
[1-2_vs_14-2]	352.009508	0	1.0	0.0	58	352.009508	unrelated	unrelated		UN	UN
[1-2_vs_15-1]	1523.941145	0	1.0	0.0	221	1523.941145	unrelated	unrelated		UN	UN
[1-2_vs_15-2]	1561.504449	0	1.0	0.0	231	1561.504449	unrelated	unrelated		UN	UN
[1-2_vs_16-1]	701.670397	0	1.0	0.0	108	701.670397	unrelated	unrelated		UN	UN
[1-2_vs_16-2]	742.88906	0	1.0	0.0	113	742.88906	unrelated	unrelated		UN	UN
[1-2_vs_17-1]	742.378862	0	1.0	0.0	117	742.378862	unrelated	unrelated		UN	UN
[1-2_vs_17-2]	748.792175	0	1.0	0.0	117	748.792175	unrelated	unrelated		UN	UN
[1-2_vs_18-1]	740.382481	0	1.0	0.0	124	740.382481	unrelated	unrelated		UN	UN
[1-2_vs_18-2]	762.745769	0	1.0	0.0	129	762.745769	unrelated	unrelated		UN	UN
[1-2_vs_19-1]	739.069369	0	1.0	0.0	103	739.069369	unrelated	unrelated		UN	UN
[1-2_vs_19-2]	743.596824	0	1.0	0.0	101	743.596824	unrelated	unrelated		UN	UN
[1-2_vs_2-1]	656.258379	0	1.0	0.0	100	656.258379	unrelated	unrelated		UN	UN
[1-2_vs_2-2]	680.272901	0	1.0	0.0	106	680.272901	unrelated	unrelated		UN	UN
[1-2_vs_20-1]	930.097845	0	1.0	0.0	121	930.097845	unrelated	unrelated		UN	UN
[1-2_vs_20-2]	957.215058	0	1.0	0.0	117	957.215058	unrelated	unrelated		UN	UN
[1-2_vs_21-1]	813.141594	0	1.0	0.0	125	813.141594	unrelated	unrelated		UN	UN
[1-2_vs_21-2]	828.8343130000001	0	1.0	0.0	131	828.8343130000001	unrelated	unrelated		UN	UN
[1-2_vs_22-1]	861.990894	0	1.0	0.0	118	861.990894	unrelated	unrelated		UN	UN
[1-2_vs_22-2]	870.190896	0	1.0	0.0	118	870.190896	unrelated	unrelated		UN	UN
[1-2_vs_22-650-1-blood]	14.247364	0	1.0	0.0	4	14.247364	unrelated	unrelated		UN	UN
[1-2_vs_22-650-2-blood]	20.710299000000003	0	1.0	0.0	2	20.710299000000003	unrelated	unrelated		UN	UN
[1-2_vs_23-1]	842.470902	0	1.0	0.0	111	842.470902	unrelated	unrelated		UN	UN
[1-2_vs_23-2]	877.760595	0	1.0	0.0	117	877.760595	unrelated	unrelated		UN	UN
[1-2_vs_24-1]	692.763883	0	1.0	0.0	90	692.763883	unrelated	unrelated		UN	UN
[1-2_vs_24-2]	730.158124	0	1.0	0.0	93	730.158124	unrelated	unrelated		UN	UN
[1-2_vs_25-1]	961.307423	0	1.0	0.0	138	961.307423	unrelated	unrelated		UN	UN
[1-2_vs_25-2]	974.152986	0	1.0	0.0	138	974.152986	unrelated	unrelated		UN	UN
[1-2_vs_26-1]	432.02095	0	1.0	0.0	57	432.02095	unrelated	unrelated		UN	UN
[1-2_vs_27-1]	417.067914	0	1.0	0.0	60	417.067914	unrelated	unrelated		UN	UN
[1-2_vs_28-1]	531.920422	0	1.0	0.0	76	531.920422	unrelated	unrelated		UN	UN
[1-2_vs_29-1]	58.19554900000001	0	1.0	0.0	6	58.19554900000001	unrelated	unrelated		UN	UN
[1-2_vs_29-2]	65.029968	0	1.0	0.0	7	65.029968	unrelated	unrelated		UN	UN
[1-2_vs_3-1]	1372.627962	0	1.0	0.0	199	1372.627962	unrelated	unrelated		UN	UN
[1-2_vs_3-2]	1337.179162	0	1.0	0.0	198	1337.179162	unrelated	unrelated		UN	UN
[1-2_vs_30-1]	16.335973000000003	0	1.0	0.0	3	16.335973000000003	unrelated	unrelated		UN	UN
[1-2_vs_30-2]	45.025258	0	1.0	0.0	5	45.025258	unrelated	unrelated		UN	UN
[1-2_vs_31-1]	37.661737	0	1.0	0.0	7	37.661737	unrelated	unrelated		UN	UN
[1-2_vs_31-2]	50.426719	0	1.0	0.0	7	50.426719	unrelated	unrelated		UN	UN
[1-2_vs_32-2]	38.257895	0	1.0	0.0	5	38.257895	unrelated	unrelated		UN	UN
[1-2_vs_33-1]	53.121655	0	1.0	0.0	7	53.121655	unrelated	unrelated		UN	UN
[1-2_vs_33-2]	84.936199	0	1.0	0.0	10	84.936199	unrelated	unrelated		UN	UN
[1-2_vs_34-1]	18.076104	0	1.0	0.0	3	18.076104	unrelated	unrelated		UN	UN
[1-2_vs_34-2]	49.266086	0	1.0	0.0	7	49.266086	unrelated	unrelated		UN	UN
[1-2_vs_35-2]	64.176058	0	1.0	0.0	8	64.176058	unrelated	unrelated		UN	UN
[1-2_vs_36-2]	27.483425	0	1.0	0.0	5	27.483425	unrelated	unrelated		UN	UN
[1-2_vs_37-1]	18.635098	0	1.0	0.0	3	18.635098	unrelated	unrelated		UN	UN
[1-2_vs_37-2]	58.598082000000005	0	1.0	0.0	9	58.598082000000005	unrelated	unrelated		UN	UN
[1-2_vs_38-1]	70.142273	0	1.0	0.0	9	70.142273	unrelated	unrelated		UN	UN
[1-2_vs_38-2]	59.303341	0	1.0	0.0	7	59.303341	unrelated	unrelated		UN	UN
[1-2_vs_39-2]	25.820081	0	1.0	0.0	5	25.820081	unrelated	unrelated		UN	UN
[1-2_vs_4-1]	1323.289501	0	1.0	0.0	197	1323.289501	unrelated	unrelated		UN	UN
[1-2_vs_4-2]	1336.856063	0	1.0	0.0	202	1336.856063	unrelated	unrelated		UN	UN
[1-2_vs_40-1]	46.205649	0	1.0	0.0	7	46.205649	unrelated	unrelated		UN	UN
[1-2_vs_41-1]	31.454123	0	1.0	0.0	4	31.454123	unrelated	unrelated		UN	UN
[1-2_vs_41-2]	25.181023000000003	0	1.0	0.0	3	25.181023000000003	unrelated	unrelated		UN	UN
[1-2_vs_42-1]	21.389147	0	1.0	0.0	4	21.389147	unrelated	unrelated		UN	UN
[1-2_vs_42-2]	25.222483	0	1.0	0.0	4	25.222483	unrelated	unrelated		UN	UN
[1-2_vs_43-1]	54.615587	0	1.0	0.0	6	54.615587	unrelated	unrelated		UN	UN
[1-2_vs_43-2]	53.085802	0	1.0	0.0	6	53.085802	unrelated	unrelated		UN	UN
[1-2_vs_44-1]	36.628128	0	1.0	0.0	7	36.628128	unrelated	unrelated		UN	UN
[1-2_vs_44-2]	42.618736	0	1.0	0.0	8	42.618736	unrelated	unrelated		UN	UN
[1-2_vs_45-1]	54.323065	0	1.0	0.0	6	54.323065	unrelated	unrelated		UN	UN
[1-2_vs_46-1]	15.734066	0	1.0	0.0	3	15.734066	unrelated	unrelated		UN	UN
[1-2_vs_46-2]	45.398146	0	1.0	0.0	5	45.398146	unrelated	unrelated		UN	UN
[1-2_vs_47-1]	30.865061	0	1.0	0.0	6	30.865061	unrelated	unrelated		UN	UN
[1-2_vs_47-2]	30.865061	0	1.0	0.0	6	30.865061	unrelated	unrelated		UN	UN
[1-2_vs_48-1]	68.89832	0	1.0	0.0	6	68.89832	unrelated	unrelated		UN	UN
[1-2_vs_48-2]	74.225843	0	1.0	0.0	8	74.225843	unrelated	unrelated		UN	UN
[1-2_vs_49-1]	21.557623	0	1.0	0.0	4	21.557623	unrelated	unrelated		UN	UN
[1-2_vs_49-2]	9.892608	0	1.0	0.0	2	9.892608	unrelated	unrelated		UN	UN
[1-2_vs_5-1]	1345.335818	0	1.0	0.0	213	1345.335818	unrelated	unrelated		UN	UN
[1-2_vs_5-2]	1341.280697	0	1.0	0.0	212	1341.280697	unrelated	unrelated		UN	UN
[1-2_vs_6-1]	1389.186383	0	1.0	0.0	210	1389.186383	unrelated	unrelated		UN	UN
[1-2_vs_6-2]	1373.561864	0	1.0	0.0	205	1373.561864	unrelated	unrelated		UN	UN
[1-2_vs_7-1]	385.165311	0	1.0	0.0	51	385.165311	unrelated	unrelated		UN	UN
[1-2_vs_7-2]	379.175124	0	1.0	0.0	47	379.175124	unrelated	unrelated		UN	UN
[1-2_vs_8-1]	424.233926	0	1.0	0.0	63	424.233926	unrelated	unrelated		UN	UN
[1-2_vs_8-2]	424.340443	0	1.0	0.0	62	424.340443	unrelated	unrelated		UN	UN
[1-2_vs_9-1]	356.428797	0	1.0	0.0	57	356.428797	unrelated	unrelated		UN	UN
[1-2_vs_9-2]	353.199372	0	1.0	0.0	56	353.199372	unrelated	unrelated		UN	UN
[10-1_vs_10-2]	3127.459212	0	1.0	0.0	25	3127.459212	unrelated	unrelated		UN	UN
[10-1_vs_11-2]	1358.217362	0	1.0	0.0	123	1358.217362	unrelated	unrelated		UN	UN
[10-1_vs_12-1]	201.590246	0	1.0	0.0	28	201.590246	12.5	F-C	C-3a(FC)	4	4
[10-1_vs_12-2]	200.057001	0	1.0	0.0	27	200.057001	unrelated	unrelated		UN	UN
[10-1_vs_13-1]	178.375394	0	1.0	0.0	22	178.375394	12.5	F-C	C-3a(FC)	4	4
[10-1_vs_13-2]	170.501833	0	1.0	0.0	23	170.501833	unrelated	unrelated		UN	UN
[10-1_vs_14-1]	151.591151	0	1.0	0.0	23	151.591151	12.5	F-C	C-3a(FC)	4	4
[10-1_vs_14-2]	148.846569	0	1.0	0.0	22	148.846569	unrelated	unrelated		UN	UN
[10-1_vs_15-1]	437.431213	0	1.0	0.0	61	437.431213	12.5	F-C_HS	C-3a(FC)_HS	UN	4
[10-1_vs_15-2]	450.436034	0	1.0	0.0	62	450.436034	unrelated	unrelated		UN	UN
[10-1_vs_16-1]	227.904643	0	1.0	0.0	31	227.904643	6.25	FCOR	C-4a(FCOR)	4	4
[10-1_vs_16-2]	229.603329	0	1.0	0.0	31	229.603329	unrelated	unrelated		UN	UN
[10-1_vs_17-1]	192.727236	0	1.0	0.0	37	192.727236	6.25	FCOR_HS	C-4a(FCOR)_HS	UN	4
[10-1_vs_17-2]	184.588898	0	1.0	0.0	36	184.588898	unrelated	unrelated		UN	UN
[10-1_vs_18-1]	250.349464	0	1.0	0.0	44	250.349464	6.25	FCOR_HS	C-4a(FCOR)_HS	UN	4
[10-1_vs_18-2]	250.62892	0	1.0	0.0	43	250.62892	unrelated	unrelated		UN	UN
[10-1_vs_19-1]	156.964359	0	1.0	0.0	22	156.964359	6.25	FCOR	C-4a(FCOR)	4	4
[10-1_vs_19-2]	141.843173	0	1.0	0.0	20	141.843173	unrelated	unrelated		UN	UN
[10-1_vs_20-1]	243.687729	0	1.0	0.0	39	243.687729	6.25	FCOR	C-4a(FCOR)	4	4
[10-1_vs_20-2]	252.19294	0	1.0	0.0	40	252.19294	unrelated	unrelated		UN	UN
[10-1_vs_21-1]	369.994237	0	1.0	0.0	39	369.994237	6.25	FCOR	C-4a(FCOR)	4	4
[10-1_vs_21-2]	362.974827	0	1.0	0.0	38	362.974827	unrelated	unrelated		UN	UN
[10-1_vs_22-1]	202.110903	0	1.0	0.0	25	202.110903	6.25	FCOR	C-4a(FCOR)	4	4
[10-1_vs_22-2]	225.098252	0	1.0	0.0	30	225.098252	unrelated	unrelated		UN	UN
[10-1_vs_22-593-2-saliva]	7.693089	0	1.0	0.0	1	7.693089	unrelated	unrelated		UN	UN
[10-1_vs_22-650-1-blood]	44.027961000000005	0	1.0	0.0	5	44.027961000000005	unrelated	unrelated		UN	UN
[10-1_vs_22-650-2-blood]	55.8812	0	1.0	0.0	7	55.8812	unrelated	unrelated		UN	UN
[10-1_vs_23-1]	276.461712	0	1.0	0.0	37	276.461712	6.25	FCOR	C-4a(FCOR)	4	4
[10-1_vs_23-2]	250.211296	0	1.0	0.0	33	250.211296	unrelated	unrelated		UN	UN
[10-1_vs_24-1]	206.651099	0	1.0	0.0	29	206.651099	6.25	FCOR	C-4a(FCOR)	4	4
[10-1_vs_24-2]	209.299867	0	1.0	0.0	27	209.299867	unrelated	unrelated		UN	UN
[10-1_vs_25-1]	315.093185	0	1.0	0.0	54	315.093185	6.25	FCOR	C-4a(FCOR)	4	4
[10-1_vs_25-2]	316.100163	0	1.0	0.0	55	316.100163	unrelated	unrelated		UN	UN
[10-1_vs_26-1]	150.408873	0	1.0	0.0	26	150.408873	3.125	FCTR		4	4
[10-1_vs_27-1]	162.804782	0	1.0	0.0	20	162.804782	3.125	FCTR		4	4
[10-1_vs_28-1]	145.644353	0	1.0	0.0	23	145.644353	3.125	FCTR		4	4
[10-1_vs_29-1]	43.743566	0	1.0	0.0	5	43.743566	0.0	UL	UN	UN	UN
[10-1_vs_29-2]	51.456029	0	1.0	0.0	6	51.456029	unrelated	unrelated		UN	UN
[10-1_vs_30-1]	6.614182	0	1.0	0.0	2	6.614182	0.0	UL	UN	UN	UN
[10-1_vs_30-2]	6.614182	0	1.0	0.0	2	6.614182	unrelated	unrelated		UN	UN
[10-1_vs_31-1]	11.770782	0	1.0	0.0	2	11.770782	unrelated	unrelated	UN	UN	UN
[10-1_vs_31-2]	14.806777	0	1.0	0.0	3	14.806777	unrelated	unrelated		UN	UN
[10-1_vs_32-2]	29.199401	0	1.0	0.0	5	29.199401	unrelated	unrelated		UN	UN
[10-1_vs_33-1]	62.591873	0	1.0	0.0	7	62.591873	unrelated	unrelated	UN	UN	UN
[10-1_vs_33-2]	76.075993	0	1.0	0.0	10	76.075993	unrelated	unrelated		UN	UN
[10-1_vs_34-1]	16.342018000000003	0	1.0	0.0	3	16.342018000000003	unrelated	unrelated	UN	UN	UN
[10-1_vs_34-2]	29.660923	0	1.0	0.0	6	29.660923	unrelated	unrelated		UN	UN
[10-1_vs_35-2]	25.295578	0	1.0	0.0	4	25.295578	unrelated	unrelated		UN	UN
[10-1_vs_36-2]	18.578388	0	1.0	0.0	4	18.578388	unrelated	unrelated		UN	UN
[10-1_vs_37-1]	34.489879	0	1.0	0.0	3	34.489879	unrelated	unrelated	UN	UN	UN
[10-1_vs_37-2]	59.175885	0	1.0	0.0	6	59.175885	unrelated	unrelated		UN	UN
[10-1_vs_38-1]	63.51261	0	1.0	0.0	8	63.51261	unrelated	unrelated	UN	UN	UN
[10-1_vs_38-2]	56.225727	0	1.0	0.0	7	56.225727	unrelated	unrelated		UN	UN
[10-1_vs_39-2]	18.714843	0	1.0	0.0	3	18.714843	unrelated	unrelated		UN	UN
[10-1_vs_40-1]	33.143442	0	1.0	0.0	7	33.143442	unrelated	unrelated		UN	UN
[10-1_vs_41-1]	54.886884	0	1.0	0.0	7	54.886884	unrelated	unrelated	UN	UN	UN
[10-1_vs_41-2]	51.812276	0	1.0	0.0	6	51.812276	unrelated	unrelated		UN	UN
[10-1_vs_42-1]	19.05088	0	1.0	0.0	5	19.05088	unrelated	unrelated	UN	UN	UN
[10-1_vs_42-2]	19.05088	0	1.0	0.0	5	19.05088	unrelated	unrelated		UN	UN
[10-1_vs_43-1]	81.395864	0	1.0	0.0	8	81.395864	unrelated	unrelated	UN	UN	UN
[10-1_vs_43-2]	65.75795099999999	0	1.0	0.0	5	65.75795099999999	unrelated	unrelated		UN	UN
[10-1_vs_44-1]	35.220709	0	1.0	0.0	7	35.220709	unrelated	unrelated	UN	UN	UN
[10-1_vs_44-2]	32.701092	0	1.0	0.0	6	32.701092	unrelated	unrelated		UN	UN
[10-1_vs_45-1]	64.042494	0	1.0	0.0	8	64.042494	unrelated	unrelated		UN	UN
[10-1_vs_46-1]	39.811386	0	1.0	0.0	3	39.811386	unrelated	unrelated	UN	UN	UN
[10-1_vs_46-2]	41.937139	0	1.0	0.0	5	41.937139	unrelated	unrelated		UN	UN
[10-1_vs_47-1]	48.150175	0	1.0	0.0	6	48.150175	unrelated	unrelated	UN	UN	UN
[10-1_vs_47-2]	33.871547	0	1.0	0.0	6	33.871547	unrelated	unrelated		UN	UN
[10-1_vs_48-1]	53.128718	0	1.0	0.0	5	53.128718	unrelated	unrelated	UN	UN	UN
[10-1_vs_48-2]	53.368742	0	1.0	0.0	5	53.368742	unrelated	unrelated		UN	UN
[10-1_vs_49-1]	26.58162	0	1.0	0.0	5	26.58162	unrelated	unrelated	UN	UN	UN
[10-1_vs_49-2]	17.58585	0	1.0	0.0	3	17.58585	unrelated	unrelated		UN	UN
[10-2_vs_11-2]	1364.721798	0	1.0	0.0	123	1364.721798	unrelated	unrelated		UN	UN
[10-2_vs_12-1]	194.321391	0	1.0	0.0	28	194.321391	unrelated	unrelated		UN	UN
[10-2_vs_12-2]	194.528106	0	1.0	0.0	28	194.528106	unrelated	unrelated		UN	UN
[10-2_vs_13-1]	180.728964	0	1.0	0.0	21	180.728964	unrelated	unrelated		UN	UN
[10-2_vs_13-2]	166.172314	0	1.0	0.0	20	166.172314	unrelated	unrelated		UN	UN
[10-2_vs_14-1]	152.441192	0	1.0	0.0	23	152.441192	unrelated	unrelated		UN	UN
[10-2_vs_14-2]	156.905674	0	1.0	0.0	24	156.905674	unrelated	unrelated		UN	UN
[10-2_vs_15-1]	436.779696	0	1.0	0.0	64	436.779696	unrelated	unrelated		UN	UN
[10-2_vs_15-2]	443.492319	0	1.0	0.0	63	443.492319	unrelated	unrelated		UN	UN
[10-2_vs_16-1]	231.71406	0	1.0	0.0	31	231.71406	unrelated	unrelated		UN	UN
[10-2_vs_16-2]	230.876397	0	1.0	0.0	30	230.876397	unrelated	unrelated		UN	UN
[10-2_vs_17-1]	196.907807	0	1.0	0.0	37	196.907807	unrelated	unrelated		UN	UN
